Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
25273916,RS_198,COUNTRY,BIH,YEAR,2018,SEX,BTSX,,,,,,,14.2 [13.0-15.4],14.22721,13.01742,15.38526,,2021-02-09T16:27:07Z,2018,2018-01-01,2018-12-31
25273917,RS_198,COUNTRY,BIH,YEAR,2008,SEX,FMLE,,,,,,,7.3 [6.8-7.9],7.34562,6.8087,7.87113,,2021-02-09T16:27:08Z,2008,2008-01-01,2008-12-31
25274758,RS_198,COUNTRY,BLR,YEAR,2012,SEX,MLE,,,,,,,25.1 [21.6-29.0],25.11435,21.56617,29.03715,,2021-02-09T16:27:28Z,2012,2012-01-01,2012-12-31
25274759,RS_198,COUNTRY,BLR,YEAR,2001,SEX,MLE,,,,,,,28.6 [24.8-32.6],28.5877,24.82646,32.63638,,2021-02-09T16:27:28Z,2001,2001-01-01,2001-12-31
25274760,RS_198,COUNTRY,BLR,YEAR,2008,SEX,BTSX,,,,,,,23.9 [20.5-27.5],23.85523,20.52357,27.50523,,2021-02-09T16:27:28Z,2008,2008-01-01,2008-12-31
25274761,RS_198,COUNTRY,BLR,YEAR,2009,SEX,MLE,,,,,,,31.5 [27.4-36.0],31.45633,27.37326,35.96858,,2021-02-09T16:27:28Z,2009,2009-01-01,2009-12-31
25274762,RS_198,COUNTRY,BLR,YEAR,2011,SEX,FMLE,,,,,,,8.6 [7.1-10.2],8.57928,7.12685,10.17993,,2021-02-09T16:27:28Z,2011,2011-01-01,2011-12-31
25274763,RS_198,COUNTRY,BLR,YEAR,2002,SEX,BTSX,,,,,,,26.1 [22.4-30.2],26.1032,22.39588,30.17016,,2021-02-09T16:27:28Z,2002,2002-01-01,2002-12-31
25274764,RS_198,COUNTRY,BLR,YEAR,2000,SEX,BTSX,,,,,,,17.8 [15.4-20.5],17.81223,15.39278,20.48518,,2021-02-09T16:27:28Z,2000,2000-01-01,2000-12-31
25274765,RS_198,COUNTRY,BLR,YEAR,2008,SEX,MLE,,,,,,,38.8 [33.6-44.4],38.75592,33.6362,44.3891,,2021-02-09T16:27:28Z,2008,2008-01-01,2008-12-31
25274766,RS_198,COUNTRY,BLR,YEAR,2010,SEX,MLE,,,,,,,35.6 [30.9-40.8],35.63544,30.8673,40.82558,,2021-02-09T16:27:28Z,2010,2010-01-01,2010-12-31
25274767,RS_198,COUNTRY,BLR,YEAR,2014,SEX,FMLE,,,,,,,5.6 [4.5-7.0],5.62268,4.46878,6.98206,,2021-02-09T16:27:28Z,2014,2014-01-01,2014-12-31
25274768,RS_198,COUNTRY,BLR,YEAR,2018,SEX,MLE,,,,,,,13.0 [9.4-17.6],12.95253,9.38421,17.63515,,2021-02-09T16:27:28Z,2018,2018-01-01,2018-12-31
25274769,RS_198,COUNTRY,BLR,YEAR,2015,SEX,FMLE,,,,,,,5.1 [4.0-6.4],5.05753,3.95962,6.41443,,2021-02-09T16:27:28Z,2015,2015-01-01,2015-12-31
25274770,RS_198,COUNTRY,BLR,YEAR,2004,SEX,BTSX,,,,,,,23.0 [19.6-26.7],23.02302,19.63584,26.74081,,2021-02-09T16:27:28Z,2004,2004-01-01,2004-12-31
25274771,RS_198,COUNTRY,BLR,YEAR,2003,SEX,BTSX,,,,,,,26.7 [22.9-30.9],26.72732,22.88513,30.93173,,2021-02-09T16:27:28Z,2003,2003-01-01,2003-12-31
25274772,RS_198,COUNTRY,BLR,YEAR,2017,SEX,MLE,,,,,,,13.9 [10.5-18.2],13.87977,10.48586,18.20155,,2021-02-09T16:27:28Z,2017,2017-01-01,2017-12-31
25274773,RS_198,COUNTRY,BLR,YEAR,2003,SEX,FMLE,,,,,,,12.2 [10.2-14.4],12.24895,10.24458,14.43743,,2021-02-09T16:27:28Z,2003,2003-01-01,2003-12-31
25274774,RS_198,COUNTRY,BLR,YEAR,2019,SEX,FMLE,,,,,,,4.0 [2.7-5.7],3.96939,2.71901,5.69971,,2021-02-09T16:27:28Z,2019,2019-01-01,2019-12-31
25274775,RS_198,COUNTRY,BLR,YEAR,2015,SEX,BTSX,,,,,,,10.1 [8.1-12.5],10.0656,8.06936,12.54668,,2021-02-09T16:27:28Z,2015,2015-01-01,2015-12-31
25274776,RS_198,COUNTRY,BLR,YEAR,2017,SEX,FMLE,,,,,,,4.6 [3.4-6.2],4.59595,3.36211,6.1819,,2021-02-09T16:27:28Z,2017,2017-01-01,2017-12-31
25274777,RS_198,COUNTRY,BLR,YEAR,2013,SEX,FMLE,,,,,,,6.7 [5.4-8.2],6.69058,5.39026,8.17614,,2021-02-09T16:27:28Z,2013,2013-01-01,2013-12-31
25274778,RS_198,COUNTRY,BLR,YEAR,2007,SEX,BTSX,,,,,,,23.5 [20.1-27.2],23.45864,20.10643,27.16065,,2021-02-09T16:27:28Z,2007,2007-01-01,2007-12-31
25274779,RS_198,COUNTRY,BLR,YEAR,2004,SEX,MLE,,,,,,,36.9 [31.7-42.6],36.91716,31.74895,42.64429,,2021-02-09T16:27:28Z,2004,2004-01-01,2004-12-31
25274780,RS_198,COUNTRY,BLR,YEAR,2012,SEX,FMLE,,,,,,,7.7 [6.3-9.2],7.66975,6.32233,9.17792,,2021-02-09T16:27:28Z,2012,2012-01-01,2012-12-31
25274781,RS_198,COUNTRY,BLR,YEAR,2016,SEX,MLE,,,,,,,13.9 [11.0-17.7],13.91029,10.97558,17.70941,,2021-02-09T16:27:28Z,2016,2016-01-01,2016-12-31
25274782,RS_198,COUNTRY,BLR,YEAR,2008,SEX,FMLE,,,,,,,10.9 [9.1-12.8],10.88239,9.10747,12.80581,,2021-02-09T16:27:28Z,2008,2008-01-01,2008-12-31
25274783,RS_198,COUNTRY,BLR,YEAR,2012,SEX,BTSX,,,,,,,15.8 [13.4-18.4],15.7799,13.40933,18.41065,,2021-02-09T16:27:28Z,2012,2012-01-01,2012-12-31
25274784,RS_198,COUNTRY,BLR,YEAR,2013,SEX,MLE,,,,,,,21.5 [18.0-25.4],21.48872,18.02921,25.40931,,2021-02-09T16:27:28Z,2013,2013-01-01,2013-12-31
25274785,RS_198,COUNTRY,BLR,YEAR,2002,SEX,FMLE,,,,,,,12.3 [10.3-14.4],12.29312,10.3236,14.43687,,2021-02-09T16:27:28Z,2002,2002-01-01,2002-12-31
25274786,RS_198,COUNTRY,BLR,YEAR,2016,SEX,FMLE,,,,,,,4.6 [3.5-5.9],4.55284,3.50434,5.87892,,2021-02-09T16:27:28Z,2016,2016-01-01,2016-12-31
25274787,RS_198,COUNTRY,BLR,YEAR,2015,SEX,MLE,,,,,,,15.8 [12.8-19.6],15.82002,12.79158,19.59282,,2021-02-09T16:27:28Z,2015,2015-01-01,2015-12-31
25274788,RS_198,COUNTRY,BLR,YEAR,2006,SEX,FMLE,,,,,,,10.2 [8.5-12.1],10.24999,8.52016,12.10682,,2021-02-09T16:27:28Z,2006,2006-01-01,2006-12-31
25274789,RS_198,COUNTRY,BLR,YEAR,2009,SEX,FMLE,,,,,,,9.1 [7.6-10.8],9.13393,7.64047,10.7598,,2021-02-09T16:27:28Z,2009,2009-01-01,2009-12-31
25274790,RS_198,COUNTRY,BLR,YEAR,2007,SEX,FMLE,,,,,,,11.0 [9.2-13.0],11.02667,9.2041,13.00631,,2021-02-09T16:27:28Z,2007,2007-01-01,2007-12-31
25274791,RS_198,COUNTRY,BLR,YEAR,2007,SEX,MLE,,,,,,,37.7 [32.6-43.4],37.71471,32.60841,43.39179,,2021-02-09T16:27:28Z,2007,2007-01-01,2007-12-31
25274792,RS_198,COUNTRY,BLR,YEAR,2016,SEX,BTSX,,,,,,,8.9 [7.0-11.4],8.90775,6.98142,11.38477,,2021-02-09T16:27:28Z,2016,2016-01-01,2016-12-31
25274793,RS_198,COUNTRY,BLR,YEAR,2018,SEX,FMLE,,,,,,,4.3 [3.0-5.9],4.26997,3.00184,5.93044,,2021-02-09T16:27:29Z,2018,2018-01-01,2018-12-31
25274794,RS_198,COUNTRY,BLR,YEAR,2004,SEX,FMLE,,,,,,,10.8 [9.0-12.8],10.82815,9.00419,12.78235,,2021-02-09T16:27:29Z,2004,2004-01-01,2004-12-31
25274795,RS_198,COUNTRY,BLR,YEAR,2014,SEX,BTSX,,,,,,,11.5 [9.4-13.9],11.48422,9.38198,13.91138,,2021-02-09T16:27:29Z,2014,2014-01-01,2014-12-31
25274796,RS_198,COUNTRY,BLR,YEAR,2001,SEX,FMLE,,,,,,,8.1 [6.9-9.5],8.11549,6.85477,9.493,,2021-02-09T16:27:29Z,2001,2001-01-01,2001-12-31
25274797,RS_198,COUNTRY,BLR,YEAR,2002,SEX,MLE,,,,,,,41.8 [36.1-48.0],41.76014,36.08263,48.00751,,2021-02-09T16:27:29Z,2002,2002-01-01,2002-12-31
25274798,RS_198,COUNTRY,BLR,YEAR,2006,SEX,MLE,,,,,,,35.6 [30.6-41.0],35.58949,30.58052,40.97908,,2021-02-09T16:27:29Z,2006,2006-01-01,2006-12-31
25274799,RS_198,COUNTRY,BLR,YEAR,2009,SEX,BTSX,,,,,,,19.5 [16.8-22.5],19.51626,16.81835,22.48461,,2021-02-09T16:27:29Z,2009,2009-01-01,2009-12-31
25274800,RS_198,COUNTRY,BLR,YEAR,2011,SEX,BTSX,,,,,,,18.6 [15.8-21.6],18.56549,15.80633,21.5529,,2021-02-09T16:27:29Z,2011,2011-01-01,2011-12-31
25274801,RS_198,COUNTRY,BLR,YEAR,2005,SEX,MLE,,,,,,,35.7 [30.5-41.2],35.67364,30.49739,41.21789,,2021-02-09T16:27:29Z,2005,2005-01-01,2005-12-31
25274802,RS_198,COUNTRY,BLR,YEAR,2017,SEX,BTSX,,,,,,,8.9 [6.7-11.8],8.91686,6.67768,11.77614,,2021-02-09T16:27:29Z,2017,2017-01-01,2017-12-31
25274803,RS_198,COUNTRY,BLR,YEAR,2001,SEX,BTSX,,,,,,,17.7 [15.3-20.4],17.71977,15.28596,20.35042,,2021-02-09T16:27:29Z,2001,2001-01-01,2001-12-31
25274804,RS_198,COUNTRY,BLR,YEAR,2019,SEX,MLE,,,,,,,11.9 [8.3-16.6],11.85157,8.34489,16.55208,,2021-02-09T16:27:29Z,2019,2019-01-01,2019-12-31
25274805,RS_198,COUNTRY,BLR,YEAR,2005,SEX,FMLE,,,,,,,10.1 [8.4-12.0],10.13613,8.40599,12.01396,,2021-02-09T16:27:29Z,2005,2005-01-01,2005-12-31
25274806,RS_198,COUNTRY,BLR,YEAR,2011,SEX,MLE,,,,,,,30.1 [25.8-34.6],30.06208,25.79854,34.64598,,2021-02-09T16:27:29Z,2011,2011-01-01,2011-12-31
25274807,RS_198,COUNTRY,BLR,YEAR,2005,SEX,BTSX,,,,,,,22.1 [18.7-25.6],22.05812,18.71919,25.64759,,2021-02-09T16:27:29Z,2005,2005-01-01,2005-12-31
25274808,RS_198,COUNTRY,BLR,YEAR,2003,SEX,MLE,,,,,,,43.2 [37.3-49.7],43.18142,37.25063,49.67687,,2021-02-09T16:27:29Z,2003,2003-01-01,2003-12-31
25274809,RS_198,COUNTRY,BLR,YEAR,2014,SEX,MLE,,,,,,,18.2 [15.0-21.9],18.2226,15.03015,21.87726,,2021-02-09T16:27:29Z,2014,2014-01-01,2014-12-31
25274810,RS_198,COUNTRY,BLR,YEAR,2013,SEX,BTSX,,,,,,,13.6 [11.3-16.2],13.57245,11.268,16.19043,,2021-02-09T16:27:29Z,2013,2013-01-01,2013-12-31
25274811,RS_198,COUNTRY,BLR,YEAR,2000,SEX,MLE,,,,,,,28.3 [24.6-32.4],28.32644,24.64374,32.42149,,2021-02-09T16:27:29Z,2000,2000-01-01,2000-12-31
25274812,RS_198,COUNTRY,BLR,YEAR,2006,SEX,BTSX,,,,,,,22.1 [18.8-25.6],22.06605,18.80712,25.57023,,2021-02-09T16:27:29Z,2006,2006-01-01,2006-12-31
25274813,RS_198,COUNTRY,BLR,YEAR,2019,SEX,BTSX,,,,,,,7.6 [5.3-10.8],7.63839,5.33775,10.75128,,2021-02-09T16:27:29Z,2019,2019-01-01,2019-12-31
25274814,RS_198,COUNTRY,BLR,YEAR,2010,SEX,FMLE,,,,,,,10.0 [8.3-11.9],10.02339,8.34989,11.85301,,2021-02-09T16:27:29Z,2010,2010-01-01,2010-12-31
25274815,RS_198,COUNTRY,BLR,YEAR,2018,SEX,BTSX,,,,,,,8.3 [6.0-11.4],8.31118,5.97244,11.37828,,2021-02-09T16:27:29Z,2018,2018-01-01,2018-12-31
25274816,RS_198,COUNTRY,BLR,YEAR,2010,SEX,BTSX,,,,,,,21.9 [18.8-25.3],21.93072,18.81849,25.32268,,2021-02-09T16:27:29Z,2010,2010-01-01,2010-12-31
25274817,RS_198,COUNTRY,BLR,YEAR,2000,SEX,FMLE,,,,,,,8.5 [7.2-9.9],8.50959,7.20782,9.92432,,2021-02-09T16:27:29Z,2000,2000-01-01,2000-12-31
25275658,RS_198,COUNTRY,BLZ,YEAR,2009,SEX,FMLE,,,,,,,6.3 [4.7-8.1],6.25904,4.71593,8.10045,,2021-02-09T16:27:50Z,2009,2009-01-01,2009-12-31
25275659,RS_198,COUNTRY,BLZ,YEAR,2003,SEX,FMLE,,,,,,,12.1 [9.2-15.5],12.06998,9.16992,15.45801,,2021-02-09T16:27:50Z,2003,2003-01-01,2003-12-31
25275660,RS_198,COUNTRY,BLZ,YEAR,2018,SEX,MLE,,,,,,,38.0 [28.7-48.2],37.99613,28.73906,48.22789,,2021-02-09T16:27:50Z,2018,2018-01-01,2018-12-31
25275661,RS_198,COUNTRY,BLZ,YEAR,2004,SEX,FMLE,,,,,,,9.0 [6.8-11.5],8.97698,6.82893,11.54797,,2021-02-09T16:27:50Z,2004,2004-01-01,2004-12-31
25275662,RS_198,COUNTRY,BLZ,YEAR,2001,SEX,FMLE,,,,,,,13.5 [10.3-17.3],13.49091,10.25593,17.26309,,2021-02-09T16:27:50Z,2001,2001-01-01,2001-12-31
25275663,RS_198,COUNTRY,BLZ,YEAR,2005,SEX,FMLE,,,,,,,14.0 [10.6-18.1],14.04694,10.64152,18.09152,,2021-02-09T16:27:50Z,2005,2005-01-01,2005-12-31
25275664,RS_198,COUNTRY,BLZ,YEAR,2001,SEX,MLE,,,,,,,61.3 [50.2-73.4],61.2621,50.21071,73.392080000000007,,2021-02-09T16:27:50Z,2001,2001-01-01,2001-12-31
25275665,RS_198,COUNTRY,BLZ,YEAR,2018,SEX,FMLE,,,,,,,7.0 [5.1-9.5],7.03629,5.06692,9.47016,,2021-02-09T16:27:50Z,2018,2018-01-01,2018-12-31
25275666,RS_198,COUNTRY,BLZ,YEAR,2016,SEX,FMLE,,,,,,,8.8 [6.5-11.5],8.77723,6.4505,11.539,,2021-02-09T16:27:50Z,2016,2016-01-01,2016-12-31
25275667,RS_198,COUNTRY,BLZ,YEAR,2015,SEX,FMLE,,,,,,,8.5 [6.2-11.0],8.45869,6.2356,11.02967,,2021-02-09T16:27:50Z,2015,2015-01-01,2015-12-31
25275668,RS_198,COUNTRY,BLZ,YEAR,2017,SEX,FMLE,,,,,,,6.0 [4.4-8.1],6.03233,4.376,8.05149,,2021-02-09T16:27:50Z,2017,2017-01-01,2017-12-31
25275669,RS_198,COUNTRY,BLZ,YEAR,2003,SEX,MLE,,,,,,,50.8 [41.4-61.2],50.77811,41.43166,61.24188,,2021-02-09T16:27:50Z,2003,2003-01-01,2003-12-31
25275670,RS_198,COUNTRY,BLZ,YEAR,2000,SEX,BTSX,,,,,,,29.5 [23.8-35.9],29.51761,23.82489,35.91677,,2021-02-09T16:27:50Z,2000,2000-01-01,2000-12-31
25275671,RS_198,COUNTRY,BLZ,YEAR,2017,SEX,MLE,,,,,,,32.9 [25.4-41.2],32.93383,25.35585,41.15987,,2021-02-09T16:27:50Z,2017,2017-01-01,2017-12-31
25275672,RS_198,COUNTRY,BLZ,YEAR,2010,SEX,MLE,,,,,,,22.6 [18.2-27.6],22.6206,18.15297,27.61851,,2021-02-09T16:27:50Z,2010,2010-01-01,2010-12-31
25275673,RS_198,COUNTRY,BLZ,YEAR,2012,SEX,BTSX,,,,,,,21.3 [16.9-26.3],21.30171,16.91558,26.28645,,2021-02-09T16:27:50Z,2012,2012-01-01,2012-12-31
25275674,RS_198,COUNTRY,BLZ,YEAR,2019,SEX,MLE,,,,,,,38.2 [28.4-49.2],38.23207,28.3853,49.23684,,2021-02-09T16:27:50Z,2019,2019-01-01,2019-12-31
25275675,RS_198,COUNTRY,BLZ,YEAR,2013,SEX,FMLE,,,,,,,7.5 [5.6-9.7],7.53471,5.63377,9.7392,,2021-02-09T16:27:50Z,2013,2013-01-01,2013-12-31
25275676,RS_198,COUNTRY,BLZ,YEAR,2008,SEX,BTSX,,,,,,,33.8 [26.9-41.6],33.76018,26.91545,41.60449,,2021-02-09T16:27:50Z,2008,2008-01-01,2008-12-31
25275677,RS_198,COUNTRY,BLZ,YEAR,2006,SEX,MLE,,,,,,,46.1 [37.2-56.3],46.09349,37.16843,56.30056,,2021-02-09T16:27:50Z,2006,2006-01-01,2006-12-31
25275678,RS_198,COUNTRY,BLZ,YEAR,2012,SEX,MLE,,,,,,,34.8 [28.0-42.6],34.84113,28.02592,42.56622,,2021-02-09T16:27:50Z,2012,2012-01-01,2012-12-31
25275679,RS_198,COUNTRY,BLZ,YEAR,2012,SEX,FMLE,,,,,,,7.8 [5.8-10.0],7.77567,5.81623,10.02276,,2021-02-09T16:27:50Z,2012,2012-01-01,2012-12-31
25275680,RS_198,COUNTRY,BLZ,YEAR,2008,SEX,MLE,,,,,,,55.2 [44.5-67.2],55.1832,44.51851,67.21878,,2021-02-09T16:27:50Z,2008,2008-01-01,2008-12-31
25275681,RS_198,COUNTRY,BLZ,YEAR,2006,SEX,BTSX,,,,,,,28.8 [22.9-35.6],28.80196,22.92971,35.56556,,2021-02-09T16:27:50Z,2006,2006-01-01,2006-12-31
25275682,RS_198,COUNTRY,BLZ,YEAR,2015,SEX,BTSX,,,,,,,25.5 [20.0-31.6],25.4702,20.03647,31.57685,,2021-02-09T16:27:50Z,2015,2015-01-01,2015-12-31
25275683,RS_198,COUNTRY,BLZ,YEAR,2014,SEX,FMLE,,,,,,,8.4 [6.3-10.9],8.41994,6.28987,10.89303,,2021-02-09T16:27:50Z,2014,2014-01-01,2014-12-31
25275684,RS_198,COUNTRY,BLZ,YEAR,2011,SEX,FMLE,,,,,,,6.8 [5.1-8.7],6.7831,5.09062,8.73992,,2021-02-09T16:27:50Z,2011,2011-01-01,2011-12-31
25275685,RS_198,COUNTRY,BLZ,YEAR,2004,SEX,MLE,,,,,,,37.8 [30.8-45.8],37.84583,30.75041,45.79722,,2021-02-09T16:27:50Z,2004,2004-01-01,2004-12-31
25275686,RS_198,COUNTRY,BLZ,YEAR,2005,SEX,MLE,,,,,,,57.4 [46.6-69.7],57.43816,46.61755,69.6947,,2021-02-09T16:27:50Z,2005,2005-01-01,2005-12-31
25275687,RS_198,COUNTRY,BLZ,YEAR,2007,SEX,MLE,,,,,,,52.3 [42.1-63.9],52.31305,42.12321,63.94558,,2021-02-09T16:27:50Z,2007,2007-01-01,2007-12-31
25275688,RS_198,COUNTRY,BLZ,YEAR,2016,SEX,MLE,,,,,,,47.7 [37.4-58.8],47.70724,37.4451,58.8236,,2021-02-09T16:27:50Z,2016,2016-01-01,2016-12-31
25275689,RS_198,COUNTRY,BLZ,YEAR,2004,SEX,BTSX,,,,,,,23.5 [18.9-28.8],23.49785,18.8613,28.77515,,2021-02-09T16:27:50Z,2004,2004-01-01,2004-12-31
25275690,RS_198,COUNTRY,BLZ,YEAR,2003,SEX,BTSX,,,,,,,31.5 [25.4-38.5],31.54832,25.40437,38.49694,,2021-02-09T16:27:50Z,2003,2003-01-01,2003-12-31
25275691,RS_198,COUNTRY,BLZ,YEAR,2018,SEX,BTSX,,,,,,,22.5 [16.9-28.8],22.4566,16.85741,28.77441,,2021-02-09T16:27:50Z,2018,2018-01-01,2018-12-31
25275692,RS_198,COUNTRY,BLZ,YEAR,2014,SEX,BTSX,,,,,,,24.3 [19.3-30.0],24.32148,19.29061,30.00458,,2021-02-09T16:27:50Z,2014,2014-01-01,2014-12-31
25275693,RS_198,COUNTRY,BLZ,YEAR,2008,SEX,FMLE,,,,,,,12.2 [9.2-15.9],12.233,9.22681,15.86567,,2021-02-09T16:27:50Z,2008,2008-01-01,2008-12-31
25275694,RS_198,COUNTRY,BLZ,YEAR,2000,SEX,MLE,,,,,,,48.2 [39.4-57.9],48.20154,39.41888,57.93139,,2021-02-09T16:27:50Z,2000,2000-01-01,2000-12-31
25275695,RS_198,COUNTRY,BLZ,YEAR,2009,SEX,MLE,,,,,,,27.4 [22.0-33.4],27.37522,22.00701,33.4354,,2021-02-09T16:27:51Z,2009,2009-01-01,2009-12-31
25275696,RS_198,COUNTRY,BLZ,YEAR,2000,SEX,FMLE,,,,,,,10.6 [8.0-13.6],10.57167,8.01222,13.59343,,2021-02-09T16:27:51Z,2000,2000-01-01,2000-12-31
25275697,RS_198,COUNTRY,BLZ,YEAR,2006,SEX,FMLE,,,,,,,11.4 [8.6-14.6],11.3535,8.56177,14.64239,,2021-02-09T16:27:51Z,2006,2006-01-01,2006-12-31
25275698,RS_198,COUNTRY,BLZ,YEAR,2007,SEX,FMLE,,,,,,,12.3 [9.2-15.9],12.27161,9.24685,15.90285,,2021-02-09T16:27:51Z,2007,2007-01-01,2007-12-31
25275699,RS_198,COUNTRY,BLZ,YEAR,2016,SEX,BTSX,,,,,,,28.2 [21.9-35.1],28.19495,21.91015,35.12386,,2021-02-09T16:27:51Z,2016,2016-01-01,2016-12-31
25275700,RS_198,COUNTRY,BLZ,YEAR,2009,SEX,BTSX,,,,,,,16.8 [13.4-20.8],16.83192,13.37359,20.78568,,2021-02-09T16:27:51Z,2009,2009-01-01,2009-12-31
25275701,RS_198,COUNTRY,BLZ,YEAR,2002,SEX,MLE,,,,,,,58.4 [47.8-70.3],58.41124,47.78714,70.33912,,2021-02-09T16:27:51Z,2002,2002-01-01,2002-12-31
25275702,RS_198,COUNTRY,BLZ,YEAR,2013,SEX,BTSX,,,,,,,21.7 [17.2-26.8],21.68402,17.22617,26.75321,,2021-02-09T16:27:51Z,2013,2013-01-01,2013-12-31
25275703,RS_198,COUNTRY,BLZ,YEAR,2019,SEX,FMLE,,,,,,,7.0 [5.0-9.5],7.02223,5.00204,9.5484000000000009,,2021-02-09T16:27:51Z,2019,2019-01-01,2019-12-31
25275704,RS_198,COUNTRY,BLZ,YEAR,2011,SEX,BTSX,,,,,,,18.2 [14.4-22.4],18.16883,14.40247,22.3793,,2021-02-09T16:27:51Z,2011,2011-01-01,2011-12-31
25275705,RS_198,COUNTRY,BLZ,YEAR,2002,SEX,FMLE,,,,,,,13.6 [10.3-17.4],13.55807,10.30894,17.35087,,2021-02-09T16:27:51Z,2002,2002-01-01,2002-12-31
25275706,RS_198,COUNTRY,BLZ,YEAR,2014,SEX,MLE,,,,,,,40.3 [32.3-49.2],40.26555,32.32614,49.16724,,2021-02-09T16:27:51Z,2014,2014-01-01,2014-12-31
25275707,RS_198,COUNTRY,BLZ,YEAR,2010,SEX,FMLE,,,,,,,5.3 [4.0-6.8],5.27914,3.96918,6.81781,,2021-02-09T16:27:51Z,2010,2010-01-01,2010-12-31
25275708,RS_198,COUNTRY,BLZ,YEAR,2002,SEX,BTSX,,,,,,,36.1 [29.2-44.0],36.13363,29.17252,44.02099,,2021-02-09T16:27:51Z,2002,2002-01-01,2002-12-31
25275709,RS_198,COUNTRY,BLZ,YEAR,2010,SEX,BTSX,,,,,,,14.0 [11.1-17.2],13.955,11.06528,17.22432,,2021-02-09T16:27:51Z,2010,2010-01-01,2010-12-31
25275710,RS_198,COUNTRY,BLZ,YEAR,2007,SEX,BTSX,,,,,,,32.4 [25.7-40.0],32.36203,25.74226,40.00784,,2021-02-09T16:27:51Z,2007,2007-01-01,2007-12-31
25275711,RS_198,COUNTRY,BLZ,YEAR,2005,SEX,BTSX,,,,,,,35.9 [28.7-44.0],35.85921,28.72626,44.03185,,2021-02-09T16:27:51Z,2005,2005-01-01,2005-12-31
25275712,RS_198,COUNTRY,BLZ,YEAR,2019,SEX,BTSX,,,,,,,22.6 [16.6-29.3],22.55563,16.64008,29.30167,,2021-02-09T16:27:51Z,2019,2019-01-01,2019-12-31
25275713,RS_198,COUNTRY,BLZ,YEAR,2017,SEX,BTSX,,,,,,,19.4 [14.8-24.6],19.44073,14.8329,24.55357,,2021-02-09T16:27:51Z,2017,2017-01-01,2017-12-31
25275714,RS_198,COUNTRY,BLZ,YEAR,2011,SEX,MLE,,,,,,,29.6 [23.7-36.0],29.55496,23.71466,36.01917,,2021-02-09T16:27:51Z,2011,2011-01-01,2011-12-31
25275715,RS_198,COUNTRY,BLZ,YEAR,2001,SEX,BTSX,,,,,,,37.5 [30.4-45.5],37.53963,30.36975,45.51926,,2021-02-09T16:27:51Z,2001,2001-01-01,2001-12-31
25275716,RS_198,COUNTRY,BLZ,YEAR,2013,SEX,MLE,,,,,,,35.9 [28.8-43.8],35.85865,28.83931,43.79766,,2021-02-09T16:27:51Z,2013,2013-01-01,2013-12-31
25275717,RS_198,COUNTRY,BLZ,YEAR,2015,SEX,MLE,,,,,,,42.5 [33.9-52.2],42.54365,33.8876,52.19886,,2021-02-09T16:27:51Z,2015,2015-01-01,2015-12-31
25276558,RS_198,COUNTRY,BOL,YEAR,2000,SEX,FMLE,,,,,,,9.1 [8.0-10.1],9.08379,8.02253,10.14505,,2021-02-09T16:28:12Z,2000,2000-01-01,2000-12-31
25276559,RS_198,COUNTRY,BOL,YEAR,2009,SEX,FMLE,,,,,,,10.3 [9.2-11.3],10.27646,9.2281,11.3311,,2021-02-09T16:28:12Z,2009,2009-01-01,2009-12-31
25276560,RS_198,COUNTRY,BOL,YEAR,2015,SEX,BTSX,,,,,,,18.8 [17.1-20.5],18.80451,17.07494,20.52489,,2021-02-09T16:28:12Z,2015,2015-01-01,2015-12-31
25276561,RS_198,COUNTRY,BOL,YEAR,2007,SEX,FMLE,,,,,,,9.4 [8.4-10.4],9.39898,8.41202,10.3794,,2021-02-09T16:28:12Z,2007,2007-01-01,2007-12-31
25276562,RS_198,COUNTRY,BOL,YEAR,2012,SEX,FMLE,,,,,,,14.1 [12.4-15.8],14.12458,12.43956,15.80959,,2021-02-09T16:28:12Z,2012,2012-01-01,2012-12-31
25276563,RS_198,COUNTRY,BOL,YEAR,2008,SEX,BTSX,,,,,,,17.2 [15.4-19.0],17.19907,15.4195,18.97864,,2021-02-09T16:28:12Z,2008,2008-01-01,2008-12-31
25276564,RS_198,COUNTRY,BOL,YEAR,2017,SEX,FMLE,,,,,,,12.2 [11.1-13.4],12.23145,11.05345,13.40938,,2021-02-09T16:28:12Z,2017,2017-01-01,2017-12-31
25276565,RS_198,COUNTRY,BOL,YEAR,2014,SEX,BTSX,,,,,,,19.9 [18.0-21.7],19.88508,18.03574,21.74377,,2021-02-09T16:28:12Z,2014,2014-01-01,2014-12-31
25276566,RS_198,COUNTRY,BOL,YEAR,2001,SEX,BTSX,,,,,,,14.8 [13.1-16.5],14.8131,13.08821,16.53799,,2021-02-09T16:28:12Z,2001,2001-01-01,2001-12-31
25276567,RS_198,COUNTRY,BOL,YEAR,2010,SEX,FMLE,,,,,,,10.7 [9.6-11.8],10.68136,9.60337,11.75935,,2021-02-09T16:28:12Z,2010,2010-01-01,2010-12-31
