Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
25258522,RS_196,COUNTRY,AGO,YEAR,2015,SEX,MLE,,,,,,,4109 [3233-4985],4108.97,3232.726,4984.568,,2021-02-09T16:20:32Z,2015,2015-01-01,2015-12-31
25258523,RS_196,COUNTRY,AGO,YEAR,2013,SEX,FMLE,,,,,,,2233 [1774-2693],2233.408,1773.796,2693.412,,2021-02-09T16:20:32Z,2013,2013-01-01,2013-12-31
25258524,RS_196,COUNTRY,AGO,YEAR,2019,SEX,FMLE,,,,,,,2920 [2218-3620],2919.516,2217.973,3619.996,,2021-02-09T16:20:32Z,2019,2019-01-01,2019-12-31
25258525,RS_196,COUNTRY,AGO,YEAR,2001,SEX,MLE,,,,,,,2396 [1934-2858],2396.079,1934.191,2857.966,,2021-02-09T16:20:32Z,2001,2001-01-01,2001-12-31
25258526,RS_196,COUNTRY,AGO,YEAR,2002,SEX,FMLE,,,,,,,1925 [1559-2291],1924.974,1558.867,2291.082,,2021-02-09T16:20:32Z,2002,2002-01-01,2002-12-31
25258527,RS_196,COUNTRY,AGO,YEAR,2000,SEX,BTSX,,,,,,,4110 [3319-4901],4109.832,3319.161,4900.503,,2021-02-09T16:20:32Z,2000,2000-01-01,2000-12-31
25258528,RS_196,COUNTRY,AGO,YEAR,2003,SEX,BTSX,,,,,,,4577 [3704-5450],4577,3704,5450,,2021-02-09T16:20:32Z,2003,2003-01-01,2003-12-31
25258529,RS_196,COUNTRY,AGO,YEAR,2002,SEX,MLE,,,,,,,2523 [2043-3003],2523.201,2043.317,3003.084,,2021-02-09T16:20:32Z,2002,2002-01-01,2002-12-31
25258530,RS_196,COUNTRY,AGO,YEAR,2014,SEX,MLE,,,,,,,3872 [3069-4675],3871.635,3069.363,4674.55,,2021-02-09T16:20:32Z,2014,2014-01-01,2014-12-31
25258531,RS_196,COUNTRY,AGO,YEAR,2004,SEX,MLE,,,,,,,2778 [2253-3304],2778.13,2253.162,3303.691,,2021-02-09T16:20:32Z,2004,2004-01-01,2004-12-31
25258532,RS_196,COUNTRY,AGO,YEAR,2018,SEX,BTSX,,,,,,,8009 [6140-9875],8008.945,6140.107,9875.465,,2021-02-09T16:20:32Z,2018,2018-01-01,2018-12-31
25258533,RS_196,COUNTRY,AGO,YEAR,2007,SEX,FMLE,,,,,,,2197 [1760-2634],2197.082,1760.265,2633.898,,2021-02-09T16:20:32Z,2007,2007-01-01,2007-12-31
25258534,RS_196,COUNTRY,AGO,YEAR,2018,SEX,MLE,,,,,,,5236 [4014-6456],5235.704,4013.985,6455.908,,2021-02-09T16:20:32Z,2018,2018-01-01,2018-12-31
25258535,RS_196,COUNTRY,AGO,YEAR,2017,SEX,MLE,,,,,,,4915 [3802-6027],4914.9,3802.199,6026.545,,2021-02-09T16:20:32Z,2017,2017-01-01,2017-12-31
25258536,RS_196,COUNTRY,AGO,YEAR,2004,SEX,BTSX,,,,,,,4853 [3936-5771],4852.82,3935.809,5770.866,,2021-02-09T16:20:32Z,2004,2004-01-01,2004-12-31
25258537,RS_196,COUNTRY,AGO,YEAR,2006,SEX,BTSX,,,,,,,4952 [3978-5927],4952,3978,5927,,2021-02-09T16:20:32Z,2006,2006-01-01,2006-12-31
25258538,RS_196,COUNTRY,AGO,YEAR,2000,SEX,MLE,,,,,,,2273 [1835-2710],2272.58,1835.369,2709.791,,2021-02-09T16:20:32Z,2000,2000-01-01,2000-12-31
25258539,RS_196,COUNTRY,AGO,YEAR,2003,SEX,FMLE,,,,,,,2028 [1641-2415],2027.739,1640.976,2414.503,,2021-02-09T16:20:32Z,2003,2003-01-01,2003-12-31
25258540,RS_196,COUNTRY,AGO,YEAR,2010,SEX,MLE,,,,,,,3626 [2890-4362],3626.038,2889.606,4362.47,,2021-02-09T16:20:32Z,2010,2010-01-01,2010-12-31
25258541,RS_196,COUNTRY,AGO,YEAR,2012,SEX,MLE,,,,,,,3614 [2867-4361],3614.482,2867.493,4361.47,,2021-02-09T16:20:32Z,2012,2012-01-01,2012-12-31
25258542,RS_196,COUNTRY,AGO,YEAR,2011,SEX,MLE,,,,,,,3848 [3059-4637],3847.864,3058.704,4637.024,,2021-02-09T16:20:32Z,2011,2011-01-01,2011-12-31
25258543,RS_196,COUNTRY,AGO,YEAR,2002,SEX,BTSX,,,,,,,4448 [3602-5294],4448.175,3602.184,5294.166,,2021-02-09T16:20:32Z,2002,2002-01-01,2002-12-31
25258544,RS_196,COUNTRY,AGO,YEAR,2005,SEX,MLE,,,,,,,2855 [2299-3410],2854.609,2299.139,3410.078,,2021-02-09T16:20:32Z,2005,2005-01-01,2005-12-31
25258545,RS_196,COUNTRY,AGO,YEAR,2011,SEX,BTSX,,,,,,,6149 [4888-7411],6149.375,4888.197,7410.552,,2021-02-09T16:20:32Z,2011,2011-01-01,2011-12-31
25258546,RS_196,COUNTRY,AGO,YEAR,2008,SEX,MLE,,,,,,,3146 [2515-3777],3146.003,2514.768,3777.238,,2021-02-09T16:20:33Z,2008,2008-01-01,2008-12-31
25258547,RS_196,COUNTRY,AGO,YEAR,2011,SEX,FMLE,,,,,,,2302 [1829-2774],2301.511,1829.493,2773.528,,2021-02-09T16:20:33Z,2011,2011-01-01,2011-12-31
25258548,RS_196,COUNTRY,AGO,YEAR,2005,SEX,BTSX,,,,,,,5064 [4079-6049],5063.935,4078.56,6049.31,,2021-02-09T16:20:33Z,2005,2005-01-01,2005-12-31
25258549,RS_196,COUNTRY,AGO,YEAR,2008,SEX,FMLE,,,,,,,2270 [1815-2726],2270.103,1814.615,2725.592,,2021-02-09T16:20:33Z,2008,2008-01-01,2008-12-31
25258550,RS_196,COUNTRY,AGO,YEAR,2015,SEX,FMLE,,,,,,,2477 [1949-3005],2477.311,1949.021,3005.212,,2021-02-09T16:20:33Z,2015,2015-01-01,2015-12-31
25258551,RS_196,COUNTRY,AGO,YEAR,2013,SEX,BTSX,,,,,,,5817 [4620-7015],5816.967,4619.896,7015.058,,2021-02-09T16:20:33Z,2013,2013-01-01,2013-12-31
25258552,RS_196,COUNTRY,AGO,YEAR,2014,SEX,BTSX,,,,,,,6248 [4953-7543],6247.707,4953.072,7543.382,,2021-02-09T16:20:33Z,2014,2014-01-01,2014-12-31
25258553,RS_196,COUNTRY,AGO,YEAR,2009,SEX,MLE,,,,,,,3755 [3004-4505],3754.536,3003.629,4504.766,,2021-02-09T16:20:33Z,2009,2009-01-01,2009-12-31
25258554,RS_196,COUNTRY,AGO,YEAR,2010,SEX,BTSX,,,,,,,6025 [4802-7249],6025.348,4801.627,7249.068,,2021-02-09T16:20:33Z,2010,2010-01-01,2010-12-31
25258555,RS_196,COUNTRY,AGO,YEAR,2012,SEX,FMLE,,,,,,,2198 [1744-2653],2198.483,1744.132,2652.833,,2021-02-09T16:20:33Z,2012,2012-01-01,2012-12-31
25258556,RS_196,COUNTRY,AGO,YEAR,2007,SEX,MLE,,,,,,,3127 [2505-3749],3126.89,2505.212,3748.567,,2021-02-09T16:20:33Z,2007,2007-01-01,2007-12-31
25258557,RS_196,COUNTRY,AGO,YEAR,2008,SEX,BTSX,,,,,,,5416 [4329-6503],5416.106,4329.383,6502.83,,2021-02-09T16:20:33Z,2008,2008-01-01,2008-12-31
25259398,RS_196,COUNTRY,ALB,YEAR,2003,SEX,BTSX,,,,,,,457 [423-491],457,423,491,,2021-02-09T16:20:57Z,2003,2003-01-01,2003-12-31
25259399,RS_196,COUNTRY,ALB,YEAR,2005,SEX,MLE,,,,,,,360 [334-385],359.648,333.9031,385.3929,,2021-02-09T16:20:57Z,2005,2005-01-01,2005-12-31
25259400,RS_196,COUNTRY,ALB,YEAR,2015,SEX,FMLE,,,,,,,92 [85-99],92.23532,85.28291,99.18773,,2021-02-09T16:20:57Z,2015,2015-01-01,2015-12-31
25259401,RS_196,COUNTRY,ALB,YEAR,2008,SEX,FMLE,,,,,,,103 [95-110],102.5882,95.27736,109.8991,,2021-02-09T16:20:57Z,2008,2008-01-01,2008-12-31
25259402,RS_196,COUNTRY,ALB,YEAR,2016,SEX,BTSX,,,,,,,399 [369-428],399,369,428,,2021-02-09T16:20:57Z,2016,2016-01-01,2016-12-31
25259403,RS_196,COUNTRY,ALB,YEAR,2015,SEX,BTSX,,,,,,,398 [368-428],398,368,428,,2021-02-09T16:20:57Z,2015,2015-01-01,2015-12-31
